ablation,dataset,variant,mean_acc,std_acc,n_trials
corruption_rate,glass,rate_10,0.5378787914911906,0.10551809365735915,3
corruption_rate,pima-diabetes,rate_10,0.7597402532895406,0.026509614397991793,3
corruption_rate,sonar,rate_10,0.7857142885526022,0.08473871681762915,3
corruption_rate,wine,rate_10,0.9537037014961243,0.0472131388820167,3
corruption_rate,glass,rate_20,0.5757575730482737,0.09522578988551225,3
corruption_rate,pima-diabetes,rate_20,0.766233762105306,0.033110508680893026,3
corruption_rate,sonar,rate_20,0.8095238208770752,0.07776157450102261,3
corruption_rate,wine,rate_20,0.9444444378217062,0.02268044706272211,3
corruption_rate,glass,rate_30,0.5454545517762502,0.06690727622268246,3
corruption_rate,pima-diabetes,rate_30,0.7857142686843872,0.014027582285933643,3
corruption_rate,sonar,rate_30,0.8015872836112976,0.08093681285186569,3
corruption_rate,wine,rate_30,0.9814814726511637,0.02618915253190132,3
corruption_rate,glass,rate_40,0.5378787815570831,0.042854957712725565,3
corruption_rate,pima-diabetes,rate_40,0.7575757503509521,0.016197635577722094,3
corruption_rate,sonar,rate_40,0.8095238010088602,0.033671735429131405,3
corruption_rate,wine,rate_40,0.935185174147288,0.03464496577345647,3
corruption_rate,glass,rate_50,0.59848486383756,0.08570992947440063,3
corruption_rate,pima-diabetes,rate_50,0.766233762105306,0.029519862508011526,3
corruption_rate,sonar,rate_50,0.817460298538208,0.05939138355164733,3
corruption_rate,wine,rate_50,0.9722222089767456,0.02268047139621209,3
corruption_rate,glass,rate_60,0.5757575730482737,0.0934002068921162,3
corruption_rate,pima-diabetes,rate_60,0.7727272510528564,0.010603855492592962,3
corruption_rate,sonar,rate_60,0.6507936517397562,0.048923930634591585,3
corruption_rate,wine,rate_60,0.9537037014961243,0.02618912443400231,3
corruption_rate,glass,rate_70,0.5681818028291067,0.06690727622268246,3
corruption_rate,pima-diabetes,rate_70,0.7792207598686218,0.01911637234807719,3
corruption_rate,sonar,rate_70,0.8095238010088602,0.019440393625260725,3
corruption_rate,wine,rate_70,0.935185174147288,0.03464496577345647,3
corruption_rate,glass,rate_80,0.7045454581578573,0.04909650121198259,3
corruption_rate,pima-diabetes,rate_80,0.7640692591667175,0.02920071606293301,3
corruption_rate,sonar,rate_80,0.817460318406423,0.01122390244374413,3
corruption_rate,wine,rate_80,0.9351851940155029,0.0472131388820167,3
corruption_rate,glass,rate_90,0.560606062412262,0.0467001098921578,3
corruption_rate,pima-diabetes,rate_90,0.7705627679824829,0.021427457782938527,3
corruption_rate,sonar,rate_90,0.817460298538208,0.04489566597077454,3
corruption_rate,wine,rate_90,0.8981481591860453,0.0692899368569149,3
